epoch,BIoU,acc,loss,val_BIoU,val_acc,val_loss
0,0.28961122035980225,0.9322424530982971,0.1968950480222702,0.10409558564424515,0.8464825749397278,0.4049946665763855
1,0.35375040769577026,0.9521348476409912,0.13303737342357635,0.2674141824245453,0.8753072619438171,0.31064102053642273
2,0.35623088479042053,0.9526469707489014,0.13150887191295624,0.38753560185432434,0.9074960947036743,0.22328680753707886
3,0.3912171423435211,0.9572492837905884,0.11894427984952927,0.4810778498649597,0.9447067379951477,0.14119644463062286
4,0.3777320683002472,0.9558589458465576,0.12192557007074356,0.566795289516449,0.9396088123321533,0.14622673392295837
5,0.3799538016319275,0.956390917301178,0.12237850576639175,0.5194214582443237,0.9530100226402283,0.125715970993042
6,0.39557358622550964,0.9582149386405945,0.11959853023290634,0.5777391195297241,0.954075276851654,0.1299712210893631
7,0.38723209500312805,0.9592185616493225,0.1166553869843483,0.5448533296585083,0.9508967399597168,0.127380833029747
8,0.42192766070365906,0.9621091485023499,0.10757427662611008,0.5395960211753845,0.946884274482727,0.14017263054847717
9,0.36712247133255005,0.9606614112854004,0.10985096544027328,0.5490633845329285,0.9614399075508118,0.11602374166250229
10,0.3857695758342743,0.9598956108093262,0.11696331202983856,0.5881727933883667,0.956892192363739,0.11629152297973633
11,0.39908847212791443,0.9591498970985413,0.11336258053779602,0.6227256655693054,0.9639996886253357,0.09938504546880722
12,0.4368548095226288,0.9645028710365295,0.09830188006162643,0.6240361332893372,0.9647342562675476,0.10188224166631699
13,0.39961934089660645,0.9629759192466736,0.10065606981515884,0.638018786907196,0.9690813422203064,0.08955005556344986
14,0.387587308883667,0.96587735414505,0.09361524879932404,0.6324936151504517,0.9694425463676453,0.08673881739377975
15,0.43567734956741333,0.9626596570014954,0.10747895389795303,0.6250588297843933,0.9697413444519043,0.08646521717309952
16,0.4550173580646515,0.9627662897109985,0.10387178510427475,0.6366071105003357,0.966796338558197,0.0990423932671547
17,0.45072102546691895,0.9649907946586609,0.09793707728385925,0.6345034241676331,0.9713636040687561,0.08161762356758118
18,0.449733167886734,0.9655060768127441,0.09490688145160675,0.6364561319351196,0.972548246383667,0.08046720921993256
19,0.45592206716537476,0.9675737619400024,0.09404033422470093,0.6602804660797119,0.9730822443962097,0.07774635404348373
20,0.45633548498153687,0.9642191529273987,0.09775323420763016,0.6253886222839355,0.9665441513061523,0.10035320371389389
21,0.44634270668029785,0.9670877456665039,0.0917549654841423,0.6439806222915649,0.9693441987037659,0.08746503293514252
22,0.46362265944480896,0.9667971134185791,0.09339024871587753,0.6357768177986145,0.9719417691230774,0.07851213961839676
23,0.4531642198562622,0.9690490365028381,0.08689157664775848,0.629621684551239,0.9714000821113586,0.08304236084222794
24,0.4728719890117645,0.9673848748207092,0.09000375121831894,0.6686932444572449,0.9739015102386475,0.07702874392271042
25,0.4679059386253357,0.9696198105812073,0.08514633029699326,0.6490517258644104,0.971318244934082,0.08298326283693314
26,0.4491345286369324,0.9663478136062622,0.09186237305402756,0.6383112072944641,0.9714109897613525,0.08418908715248108
27,0.4731141924858093,0.9670411348342896,0.09284200519323349,0.6592310070991516,0.9705619812011719,0.08454366028308868
28,0.4678226709365845,0.969414472579956,0.08441729843616486,0.6459715962409973,0.9738525152206421,0.07737354934215546
29,0.48794475197792053,0.971310555934906,0.08091700077056885,0.6196377277374268,0.964897096157074,0.10345163196325302
30,0.46681132912635803,0.9713499546051025,0.08028139173984528,0.6569028496742249,0.974251925945282,0.07517427206039429
31,0.4618555009365082,0.9647601842880249,0.09653029590845108,0.6344895958900452,0.9704000353813171,0.08669620007276535
32,0.47105205059051514,0.9691254496574402,0.08810985833406448,0.6629987359046936,0.9708300232887268,0.09079255908727646
33,0.45862266421318054,0.9696603417396545,0.08619534224271774,0.6453198790550232,0.9715335965156555,0.07978595048189163
34,0.4650103449821472,0.9694045186042786,0.08585412055253983,0.67266845703125,0.9748873710632324,0.07269791513681412
35,0.4866679310798645,0.9717692732810974,0.07831639051437378,0.6725124716758728,0.9745621681213379,0.07492050528526306
36,0.4866787791252136,0.9691891670227051,0.08617851883172989,0.6712771058082581,0.9738227725028992,0.07552596181631088
37,0.4743373692035675,0.9720701575279236,0.07912327349185944,0.6718083620071411,0.9708492755889893,0.08391665667295456
38,0.49772578477859497,0.9678398966789246,0.08894439041614532,0.6463785171508789,0.9702337980270386,0.0887010246515274
39,0.4678969085216522,0.9710615873336792,0.08127035945653915,0.6392257809638977,0.9725257158279419,0.07757066935300827
40,0.4687221944332123,0.9713858962059021,0.07967021316289902,0.6291126608848572,0.9683966636657715,0.08730410039424896
41,0.4727973937988281,0.9704113006591797,0.08239858597517014,0.6542277336120605,0.9693962931632996,0.09544645994901657
42,0.4920959770679474,0.9687647223472595,0.0851208046078682,0.6586753726005554,0.9706248641014099,0.08442109078168869
43,0.5095657110214233,0.9711828231811523,0.07819093763828278,0.6441879868507385,0.9720141887664795,0.07885001599788666
44,0.5015087127685547,0.9691935181617737,0.08590684086084366,0.6617727279663086,0.9738506078720093,0.07842259109020233
45,0.4938698410987854,0.9710022807121277,0.08203749358654022,0.6697179079055786,0.9711934924125671,0.0811917632818222
46,0.45031988620758057,0.9716634750366211,0.07876051962375641,0.6297151446342468,0.971163809299469,0.08088076114654541
47,0.4829627573490143,0.9709868431091309,0.0799279510974884,0.6476952433586121,0.9640986323356628,0.11792660504579544
48,0.48436737060546875,0.9712740778923035,0.08075888454914093,0.6250519752502441,0.9621005058288574,0.12949612736701965
49,0.48909100890159607,0.9712156653404236,0.08056586235761642,0.6389245390892029,0.9700156450271606,0.09605901688337326
50,0.4927217662334442,0.9708228707313538,0.08243364840745926,0.6428669095039368,0.9659045338630676,0.09397637099027634
51,0.4756997227668762,0.9706712365150452,0.08172553032636642,0.6773473620414734,0.9707563519477844,0.08252022415399551
52,0.49615392088890076,0.969540536403656,0.08550885319709778,0.6465367674827576,0.9710914492607117,0.09424449503421783
53,0.5022279620170593,0.9713903665542603,0.07792334258556366,0.6670690774917603,0.9731916785240173,0.08006829023361206
54,0.5011047720909119,0.9700483679771423,0.08180347830057144,0.6299161911010742,0.9620341062545776,0.11921928077936172
55,0.5062530636787415,0.9731709361076355,0.0739184319972992,0.6548058986663818,0.9713006615638733,0.09015648812055588
56,0.5013728737831116,0.9722607731819153,0.07711763679981232,0.6631906032562256,0.9718008041381836,0.08089196681976318
57,0.47527268528938293,0.9735040068626404,0.07299020886421204,0.6760386824607849,0.9725380539894104,0.08151810616254807
58,0.5059630274772644,0.9733832478523254,0.07300173491239548,0.6441463232040405,0.969570517539978,0.0810280367732048
59,0.49331527948379517,0.9724390506744385,0.07517293840646744,0.6515048742294312,0.9726560711860657,0.08373375982046127
60,0.501284122467041,0.972170352935791,0.076506108045578,0.6574963927268982,0.9671507477760315,0.10798222571611404
61,0.5162564516067505,0.9716469049453735,0.07758095115423203,0.6444312930107117,0.9690489768981934,0.09081394225358963
62,0.4966210722923279,0.9740657210350037,0.07319299131631851,0.654855489730835,0.9730981588363647,0.07401019334793091
63,0.4821212589740753,0.9727011322975159,0.07444731146097183,0.6140406727790833,0.9682785272598267,0.09111304581165314
64,0.48618510365486145,0.9735141396522522,0.07585987448692322,0.6744224429130554,0.9659136533737183,0.11095952242612839
65,0.4854584336280823,0.9721128344535828,0.07713566720485687,0.6260537505149841,0.9709432721138,0.07686025649309158
66,0.49817004799842834,0.9720376133918762,0.07888136059045792,0.6344316601753235,0.9657729268074036,0.10543131083250046
67,0.4711436331272125,0.9713614583015442,0.08077503740787506,0.6316040754318237,0.9694077968597412,0.08549363166093826
68,0.5214328765869141,0.9728613495826721,0.0764157772064209,0.6363956928253174,0.9731183052062988,0.07487397640943527
69,0.5002457499504089,0.9713314771652222,0.07811383903026581,0.6620759963989258,0.9736883640289307,0.07272923737764359
70,0.5179367065429688,0.9733607172966003,0.07297578454017639,0.6978135704994202,0.9722719788551331,0.08759339153766632
71,0.49468934535980225,0.97412109375,0.0721558928489685,0.594354510307312,0.9632814526557922,0.12565886974334717
72,0.5144792199134827,0.9737917184829712,0.07204879820346832,0.6582802534103394,0.9704012274742126,0.09324109554290771
73,0.49890241026878357,0.9720975756645203,0.0775991752743721,0.6745948791503906,0.9748111963272095,0.07232997566461563
74,0.5043956637382507,0.972169816493988,0.07636955380439758,0.6307834982872009,0.968245267868042,0.08785931766033173
75,0.5266509652137756,0.9726431965827942,0.07456496357917786,0.6321846842765808,0.964863657951355,0.10359042137861252
76,0.49619725346565247,0.9725906252861023,0.0760522410273552,0.6827576160430908,0.9727792143821716,0.07785962522029877
77,0.5158541202545166,0.972411572933197,0.07626808434724808,0.6550946831703186,0.97271728515625,0.07478545606136322
78,0.4680851399898529,0.974075973033905,0.07090993970632553,0.6626819372177124,0.9720934629440308,0.07828531414270401
79,0.5166770219802856,0.9717813730239868,0.07865962386131287,0.6635589003562927,0.9712780117988586,0.08414483815431595
80,0.5224311947822571,0.9732607007026672,0.0733698382973671,0.6957454085350037,0.9682586193084717,0.09112776815891266
81,0.5105858445167542,0.9741378426551819,0.07185947149991989,0.6711166501045227,0.9694104790687561,0.09045325219631195
82,0.5240064859390259,0.9710751175880432,0.0794205367565155,0.655505359172821,0.9639579057693481,0.13849161565303802
83,0.5189145803451538,0.973225474357605,0.07266595214605331,0.5978112816810608,0.9531378149986267,0.15371505916118622
84,0.5184159278869629,0.9742667078971863,0.07074905931949615,0.6500588059425354,0.968951404094696,0.09514050930738449
85,0.5012304782867432,0.9735583066940308,0.0712122991681099,0.6181670427322388,0.9656782150268555,0.09945862740278244
86,0.5190036296844482,0.9729633331298828,0.07453278452157974,0.6447720527648926,0.9617245197296143,0.12181083858013153
87,0.5115528702735901,0.9740926027297974,0.07077095657587051,0.6106625199317932,0.9631881713867188,0.1127106174826622
88,0.4829472005367279,0.9742656946182251,0.07081368565559387,0.6154752969741821,0.9676463603973389,0.09494531899690628
89,0.48549604415893555,0.9744909405708313,0.07065683603286743,0.6721361875534058,0.9699080586433411,0.0972975566983223
90,0.5245850086212158,0.9741432070732117,0.07181775569915771,0.6397868990898132,0.9654515981674194,0.11493700742721558
91,0.5057886242866516,0.9741882085800171,0.07001993060112,0.6316254138946533,0.9664068222045898,0.10351400077342987
92,0.5032647252082825,0.9711634516716003,0.07948503643274307,0.6580134034156799,0.9728349447250366,0.08089172840118408
93,0.5437633395195007,0.9732338190078735,0.07526509463787079,0.6311726570129395,0.9702173471450806,0.08569639176130295
